10,7,-0- ,-0- ,"Panama",-0- 
9921,12905,"c/o OPERADORA DE CAJA Y SERVICIOS, S.A. DE C.V.","Tijuana, Baja California","Mexico",-0- 
9922,12907,"P.O. Box 432477 ","San Diego, CA  92143","United States",-0- 
9922,12908,"c/o COMERCIALIZADORA E IMPORTADORA GARDES, S.A. DE C.V. ","Tijuana, Baja California","Mexico",-0- 
9922,12909,"c/o ENTREGA DE CORRESPONDENCIA OPORTUNA, S.A. DE C.V.","Tijuana, Baja California","Mexico",-0- 
9922,12910,"c/o TERMINADOS BASICOS DE TIJUANA, S. DE R.L. DE C.V.","Tijuana, Baja California","Mexico",-0- 
9923,12912,"c/o CAJA AMIGO EXPRESS, S.A. DE C.V.","Tijuana, Baja California","Mexico",-0- 
9924,12915,"Sinaloa, Calle 112 Mexico ","Tijuana, Baja California  22150","Mexico",-0- 
9924,12916,"c/o QUINTA REAL JARDIN SOCIAL Y DE EVENTOS, S.A. DE C.V.","Tijuana, Baja California","Mexico",-0- 
9924,12917,"Via Rapida Oriente 10950, Altos Rio Tijuana","Tijuana, Baja California","Mexico",-0- 
9925,12919,"c/o PROMOTORA FIN, S.A.","Tijuana, Baja California","Mexico",-0- 
9926,12921,"c/o OPERADORA DE CAJA Y SERVICIOS, S.A. DE C.V.","Tijuana, Baja California","Mexico",-0- 
9927,12923,"Flores Magon 8013, Zona Centro","Tijuana, Baja California","Mexico",-0- 
9927,12924,"c/o STRONG LINK DE MEXICO, S.A. DE C.V.","Tijuana, Baja California","Mexico",-0- 
9929,12938,-0- ,"Zamboanga City","Philippines",-0- 
9929,12939,-0- ,"Tawi Tawi","Philippines",-0- 
9929,12940,-0- ,"Marawi City","Philippines",-0- 
9929,12941,-0- ,"Basilan","Philippines",-0- 
9929,12942,-0- ,"Cotabato City","Philippines",-0- 
9929,12943,"201 Heart Tower Building, 108 Valero Street, Salcedo Village, Makati City","Metropolitan Manila","Philippines",-0- 
9931,12946,"Jalan Raya Cipinang Jaya No. 90","East Jakarta, Java  13410","Indonesia",-0- 
9931,12955,"P.O. Box 3654","Jakarta, Java  54021","Indonesia",-0- 
9932,12948,-0- ,-0- ,-0- ,-0- 
9935,12956,-0- ,-0- ,-0- ,-0- 
9936,12958,"Kaya WFG (Jombi) Mensing 14, P.O. Box 3895","Willemstad, Curacao","Netherlands Antilles",-0- 
9936,12959,"5ta. Ave. No. 6407 esq. a 66, Miramar, Municipio Playa","La Habana","Cuba",-0- 
9941,12972,"Maliki","Damascus","Syria",-0- 
9942,12973,-0- ,-0- ,-0- ,-0- 
9943,12988,"c/o DISDROGAS LTDA.","Yumbo, Valle","Colombia",-0- 
9944,12986,"c/o DISDROGAS LTDA.","Yumbo, Valle","Colombia",-0- 
9944,12987,"Calle 13B No. 37-86 apt. 201-5","Cali","Colombia",-0- 
9945,12983,"c/o DISDROGAS LTDA.","Yumbo, Valle","Colombia",-0- 
9945,12984,"c/o RAMIREZ ABADIA Y CIA. S.C.S.","Cali","Colombia",-0- 
9945,12985,"Carrera 38 No. 13-138","Cali","Colombia",-0- 
9946,12980,"c/o DISDROGAS LTDA.","Yumbo, Valle","Colombia",-0- 
9946,12981,"c/o RAMIREZ ABADIA Y CIA. S.C.S.","Cali","Colombia",-0- 
9946,12982,"Calle 9 No. 39-65","Cali","Colombia",-0- 
9947,12979,"Avenida Estacion No. 5BN-73 of. 207","Cali","Colombia",-0- 
9948,12974,"Carrera 38 No. 13-138 Acopi","Yumbo, Valle","Colombia",-0- 
9948,12975,"Calle 15 No. 11-34","Pasto, Narino","Colombia",-0- 
9948,12976,"Carrera 1D Bis. No. 15-55","Neiva, Huila","Colombia",-0- 
9948,12977,"Calle 39 No. 17-42","Neiva, Huila","Colombia",-0- 
9948,12978,"Apartado Aereo 30530","Cali","Colombia",-0- 
9949,12992,-0- ,"Beirut","Lebanon",-0- 
9955,12998,-0- ,-0- ,-0- ,-0- 
9956,12999,-0- ,-0- ,-0- ,-0- 
9957,13001,"Avenida Victoria No. 36, Urbanizacion Bolivar La Victoria","Jose Felix Rivas, Estado de Aragua","Venezuela",-0- 
9958,13002,-0- ,-0- ,-0- ,-0- 
9959,13003,-0- ,-0- ,-0- ,-0- 
9960,13004,-0- ,-0- ,-0- ,-0- 
9961,13005,-0- ,-0- ,-0- ,-0- 
9962,13006,-0- ,-0- ,-0- ,-0- 
9963,13007,-0- ,-0- ,-0- ,-0- 
9964,13018,-0- ,-0- ,"Lebanon",-0- 
9965,13010,"Harat Hurayk","Beirut","Lebanon",-0- 
9965,13011,-0- ,"Burj al-Barajinah","Lebanon",-0- 
9965,13012,-0- ,"Sidon","Lebanon",-0- 
9965,13013,-0- ,"Tyre","Lebanon",-0- 
9965,13014,-0- ,"Al-Nabatiyah","Lebanon",-0- 
9965,13015,-0- ,"Ba'albak","Lebanon",-0- 
9965,13016,-0- ,"Hirmil","Lebanon",-0- 
9966,13019,-0- ,-0- ,"Lebanon",-0- 
9971,13026,"Paseo De Los Heroes, Colonia Rio Tijuana 2110","Tijuana, Baja California","Mexico",-0- 
9971,13027,"Entre Via Rapida y Jose Clemente Orozco","Tijuana, Baja California","Mexico",-0- 
9971,13028,"Blvd. Agua Caliente 10440, Colonia Aviacion 22420","Tijuana, Baja California","Mexico",-0- 
9972,13037,"Avenida Negrete 220 Local 2B, Colonia Zona Central","Tijuana, Baja California","Mexico",-0- 
9973,13039,"Cuauhtemoc 6046 3 Libertad","Tijuana, Baja California","Mexico",-0- 
9974,13041,"Ocampo 1860 4, Colonia Zona Central","Tijuana, Baja California","Mexico",-0- 
9974,13042,"Entre Juan Sarabia y Plutarco Elias C.","Tijuana, Baja California","Mexico",-0- 
9975,13044,"Agua Caliente 10440 9, Colonia Aviacion","Tijuana, Baja California","Mexico",-0- 
9975,13045,"Entre Abelardo L. Rodriguez y Avenida Del Rio","Tijuana, Baja California","Mexico",-0- 
9976,13047,"C. Mision de Mulege 2993, Colonia Zona Urbana Rio Tijuana","Tijuana, Baja California","Mexico",-0- 
9976,13048,"Avenida Manuela Herrera 590, Colonia Rio Reforma CP 22000","Tijuana, Baja California","Mexico",-0- 
9976,13049,"Avenida Manuela Herrera 592, Colonia Rio Reforma CP 22000","Tijuana, Baja California","Mexico",-0- 
9976,13050,"Avenida Del Bosque 4640, Colonia Jardines de Chapultepec","Tijuana, Baja California","Mexico",-0- 
9976,13051,"C. Hermosillo, Colonia Rancho El Grande CP 22000","Tijuana, Baja California","Mexico",-0- 
9976,13052,"Pda. Mercurio, Colonia Puerta De Hierro CP 22330","Tijuana, Baja California","Mexico",-0- 
9976,13053,"Pda. Del Cobre 0, Colonia Puerto De Hierro CP 22000","Tijuana, Baja California","Mexico",-0- 
9976,13054,"c/o COMPLEJO TURISTICO OASIS S.A. DE C.V.","Rosarito, Baja California","Mexico",-0- 
9976,13055,"c/o PLAYA MAR S.A. DE C.V.","Tijuana, Baja California","Mexico",-0- 
9976,13056,"c/o INMOBILIARIA LA PROVINCIA S.A. DE C.V.","Tijuana, Baja California","Mexico",-0- 
9976,13057,"c/o INMOBILIARIA ESTADO 29 S.A. DE C.V.","Tijuana, Baja California","Mexico",-0- 
9976,13058,"c/o INMOBILIARIA TIJUANA COSTA S.A. DE C.V.","Tijuana, Baja California","Mexico",-0- 
9977,13060,"Calle 2A Barrio Juarez 2034-702, Colonia Zona Central","Tijuana, Baja California","Mexico",-0- 
9977,13061,"Paseo de los Heroes, Av. 95 B7, Colonia Rio Tijuana","Tijuana, Baja California","Mexico",-0- 
9977,13062,"Prol. Puerta de Hierro, Colonia Puerta de Hierro","Tijuana, Baja California","Mexico",-0- 
9977,13063,"Pda. Manuel M. Flores 2, Colonia Hipodromo Dos","Tijuana, Baja California","Mexico",-0- 
9977,13064,"c/o INMOBILIARIA ESPARTA S.A. DE C.V.","Tijuana, Baja California","Mexico",-0- 
9977,13065,"c/o INMOBILIARIA LA PROVINCIA S.A. DE C.V.","Tijuana, Baja California","Mexico",-0- 
9978,13067,"Calle Nevado de Toluca 845","Tijuana, Baja California","Mexico",-0- 
9978,13068,"c/o INMOBILIARIA LA PROVINCIA S.A. DE C.V.","Tijuana, Baja California","Mexico",-0- 
9978,13069,"c/o INMOBILIARIA ESTADO 29 S.A. DE C.V.","Tijuana, Baja California","Mexico",-0- 
9979,13071,"Calle Rio Bravo, Colonia Revolucion","Tijuana, Baja California","Mexico",-0- 
9979,13072,"Avenida Independencia, Colonia Zona Urbana Rio Tijuana","Tijuana, Baja California","Mexico",-0- 
9979,13073,"c/o INMOBILIARIA LA PROVINCIA S.A. DE C.V.","Tijuana, Baja California","Mexico",-0- 
9979,13074,"c/o INMOBILIARIA ESTADO 29 S.A. DE C.V.","Tijuana, Baja California","Mexico",-0- 
9981,13079,"Avenida I.T.R. 2207, Colonia Tecnologico","Tijuana, Baja California","Mexico",-0- 
9981,13080,"Avenida Hipodromo 19, Colonia Hipodromo","Tijuana, Baja California","Mexico",-0- 
9981,13081,"Calle Lomas Altas 1480, Colonia Lomas de Agua Caliente","Tijuana, Baja California","Mexico",-0- 
9981,13082,"Calle Geiser 101, Colonia Colinas de Agua Caliente","Tijuana, Baja California","Mexico",-0- 
9981,13083,"Calle Coronado 21760, Colonia Mesetas del Guaycura","Tijuana, Baja California","Mexico",-0- 
9981,13084,"Blvd. Fundadores 0, Colonia El Rubi","Tijuana, Baja California","Mexico",-0- 
9981,13085,"c/o INMOBILIARIA TIJUANA COSTA S.A. DE C.S.","Tijuana, Baja California","Mexico",-0- 
9982,13087,"Paseo Playas de Tijuana 317","Tijuana, Baja California","Mexico",-0- 
9982,13088,"Paseo del Pedregal 3034, Colonia Playas de Tijuana, Secc. Costa Hermosa","Tijuana, Baja California","Mexico",-0- 
9982,13089,"Calle Farallon 3206, Colonia Playas de Tijuana, Secc. Costa Hermosa","Tijuana, Baja California","Mexico",-0- 
9982,13090,"Calle De La Luz 218, Colonia Playas de Tijuana, Secc. Costa Hermosa","Tijuana, Baja California","Mexico",-0- 
9982,13091,"Blvd. Insurgentes 16174-18-B, Colonia Los Alamos","Tijuana, Baja California","Mexico",-0- 
9982,13092,"Calle 16 de Septiembre 3-FA, Colonia Las Torres","Tijuana, Baja California","Mexico",-0- 
9982,13093,"Calle Juan Covarrubias, Colonia Los Altos","Tijuana, Baja California","Mexico",-0- 
9982,13094,"c/o INMOBILIARIA TIJUANA COSTA S.A. DE C.S.","Tijuana, Baja California","Mexico",-0- 
9983,13158,"c/o COMERCIALIZADORA DE CAFE DEL OCCIDENTE CODECAFE LTDA.","Pereira, Risaralda","Colombia",-0- 
9983,13159,"c/o INVERSIONES MACARNIC PATINO Y CIA S.C.S.","Pereira, Risaralda","Colombia",-0- 
9984,13156,"c/o GAVIOTAS LTDA.","Cartago, Valle","Colombia",-0- 
9984,13157,"Carrera 3 No. 6-39","El Aguila, Valle","Colombia",-0- 
9985,13154,"c/o GAVIOTAS LTDA.","Cartago, Valle","Colombia",-0- 
9985,13155,"Carrera 5 No. 13-10, Ofc. 204","Cartago, Valle","Colombia",-0- 
9986,13148,"c/o ORLANDO SABOGAL ZULUAGA E HIJOS & CIA S EN C","Ansermanuevo, Valle","Colombia",-0- 
9986,13149,"Carrera 3 No. 11-99, Ofc. 301","Cartago, Valle","Colombia",-0- 
9986,13150,"Avenida 17A No. 19-27, Barrio San Jose","Cucuta, Norte de Santander","Colombia",-0- 
9986,13151,"Paseo 5 de Julio, Barrio Libertad","San Antonio, Tachira","Venezuela",-0- 
9986,13152,"Calle 30 No. 3B-45, La Campina","Pereira, Risaralda","Colombia",-0- 
9986,13153,"Calle 14 No. 30-153","Medellin, Antioquia","Colombia",-0- 
9987,13143,"c/o ORLANDO SABOGAL ZULUAGA E HIJOS & CIA S EN C","Ansermanuevo, Valle","Colombia",-0- 
9987,13144,"Avenida 17A No. 19-27, Barrio San Jose","Cucuta, Norte de Santander","Colombia",-0- 
9987,13145,"Paseo 5 de Julio, Barrio Libertad","San Antonio, Tachira","Venezuela",-0- 
9987,13146,"Calle 30 No. 3B-45, La Campina","Pereira, Risaralda","Colombia",-0- 
9987,13147,"Calle 14 No. 30-153","Medellin, Antioquia","Colombia",-0- 
9988,13138,"c/o ORLANDO SABOGAL ZULUAGA E HIJOS & CIA S EN C","Ansermanuevo, Valle","Colombia",-0- 
9988,13139,"Avenida 17A No. 19-27, Barrio San Jose","Cucuta, Norte de Santander","Colombia",-0- 
9988,13140,"Paseo 5 de Julio, Barrio Libertad","San Antonio, Tachira","Venezuela",-0- 
9988,13141,"Calle 30 No. 3B-45, La Campina","Pereira, Risaralda","Colombia",-0- 
9988,13142,"Calle 14 No. 30-153","Medellin, Antioquia","Colombia",-0- 
9989,13132,"c/o ORLANDO SABOGAL ZULUAGA E HIJOS & CIA S EN C","Ansermanuevo, Valle","Colombia",-0- 
9989,13133,"Avenida 17A No. 19-27, Barrio San Jose","Cucuta, Norte de Santander","Colombia",-0- 
9989,13134,"Carrera 3 No. 11-99","Cartago, Valle","Colombia",-0- 
9989,13135,"Paseo 5 de Julio, Barrio Libertad","San Antonio, Tachira","Venezuela",-0- 
9989,13136,"Calle 14 No. 30-153","Medellin, Antioquia","Colombia",-0- 
9989,13137,"Calle 30 No. 3B-45, La Campina","Pereira, Risaralda","Colombia",-0- 
9990,13130,"c/o GAVIOTAS LTDA.","Cartago, Valle","Colombia",-0- 
9990,13131,"Calle 17A No. 8N-15","Cartago, Valle","Colombia",-0- 
9991,13129,"Calle 3 Oeste No. 26-12","El Aguila, Valle","Colombia",-0- 
9992,13127,-0- ,-0- ,"Colombia",-0- 
9993,13126,"c/o GAVIOTAS LTDA. ",-0- ,"Colombia",-0- 
9994,13124,"c/o GOMEZ MARIN LTDA.","Ansermanuevo, Valle","Colombia",-0- 
9994,13125,"Calle 16 No. 1-58","Cartago, Valle","Colombia",-0- 
9995,13120,"c/o COMERCIALIZADORA DE CAFE DEL OCCIDENTE CODECAFE LTDA.","Pereira, Risaralda","Colombia",-0- 
9995,13121,"c/o INVERSIONES MACARNIC PATINO Y CIA S.C.S.","Pereira, Risaralda","Colombia",-0- 
9995,13122,"Calle 20 No. 6-30, Ofc. 1304","Pereira, Risaralda","Colombia",-0- 
9995,13123,"Carrera 8-21","Viterbo, Caldas","Colombia",-0- 
9996,13117,"c/o GAVIOTAS LTDA.",-0- ,"Colombia",-0- 
9996,13118,"Calle 1B No. 1-26, Barrio El Prado","Cartago, Valle","Colombia",-0- 
9996,13119,"Carrera 5 No. 1-82","Obando, Valle","Colombia",-0- 
9997,13116,"Calle 8 No. 4-47","Cartago, Valle","Colombia",-0- 
9998,13109,"c/o ORLANDO SABOGAL ZULUAGA E HIJOS & CIA S EN C",-0- ,"Colombia",-0- 
9998,13110,"Calle 18 No. 5N-21, Apt. 302","Cartago","Colombia",-0- 
9998,13111,"Paseo 5 de Julio, Barrio Libertad","Municipio Bolivar, Tachira","Venezuela",-0- 
9998,13112,-0- ,"Caracas","Venezuela",-0- 
9998,13113,"Paseo 5 de Julio, Barrio Libertad","San Antonio, Tachira","Venezuela",-0- 
9998,13114,"Calle 30 No. 3B-45, La Campina","Pereira, Risaralda","Colombia",-0- 
9998,13115,"Calle 14 No. 30-153","Medellin, Antioquia","Colombia",-0- 
9999,13106,"Carrera 9 No. 10-07","Cartago, Valle","Colombia",-0- 
9999,13107,"Carrera 26 No. 80-40, MZ 1, Casa 13","Pereira, Risaralda","Colombia",-0- 
9999,13108,"Carrera 13 No. 18-50","Cartago, Valle","Colombia",-0- 
10000,13104,"Carrera 28 No. 7-35","Cali","Colombia",-0- 
10000,13105,"Calle 18 No. 8-16","Cartago, Valle","Colombia",-0- 
10001,13102,"Calle 19 No. 9-50, Ofc. 505","Pereira, Risaralda","Colombia",-0- 
10001,13103,"Carrera 8 No. 23-09 , Ofc. 903","Pereira, Risaralda","Colombia",-0- 
10002,13101,"Carrera 8 No. 23-09, Ofc. 903","Pereira, Risaralda","Colombia",-0- 
10003,13098,"Km. 2 Via al Amprao","Ansermanuevo, Valle","Colombia",-0- 
10003,13099,"Km. 2 Via al Amparo","Cartago, Valle","Colombia",-0- 
10003,13100,"Calle 16 No. 1N-74","Cartago, Valle","Colombia",-0- 
10004,13097,"Calle 4A No. 21-34 Circunvalar","Cartago, Valle","Colombia",-0- 
10005,13096,"Finca La Alambra","Alcala, Valle","Colombia",-0- 
10006,13095,"Hacienda Portugal","Ansermanuevo, Valle","Colombia",-0- 
10007,13161,"Heimdalsgate 36-V","0578 Oslo","Norway",-0- 
10008,13163,"Storvretsvagen 92, 7 TR. C/O Drioua","142 31 Skogas","Sweden",-0- 
10008,13164,"Jungfruns Gata 413; Postal Address Box: 3027","13603 Haninge","Sweden",-0- 
10008,13165,-0- ,"London","United Kingdom",-0- 
10008,13166,"Dobelnsgatan 97, 7TR C/O Lamrabet","113 52 Stockholm","Sweden",-0- 
10008,13167,"Trodheimsgatan 6","164 32 Kista","Sweden",-0- 
10009,13168,-0- ,-0- ,-0- ,-0- 
10010,13169,-0- ,-0- ,-0- ,-0- 
10011,13172,-0- ,-0- ,-0- ,-0- 
10013,13205,"c/o INVERSIONES BRASILAR S.A.","Bogota","Colombia",-0- 
10013,13206,"c/o AGROPECUARIA LINDARAJA S.A.","Cali","Colombia",-0- 
10014,13200,"c/o CORPORACION CLUB DEPORTIVO TULUA","Tulua, Valle","Colombia",-0- 
10014,13201,"c/o AGROPECUARIA LINDARAJA S.A.","Cali","Colombia",-0- 
10014,13202,"c/o INVERSIONES BRASILAR S.A.","Bogota","Colombia",-0- 
10014,13203,"Calle 27 No. 38A-26","Tulua, Valle","Colombia",-0- 
10014,13204,"Carrera 33A No. 19-67","Tulua, Valle","Colombia",-0- 
10015,13198,"c/o AGROPECUARIA LINDARAJA S.A.","Cali","Colombia",-0- 
10015,13199,"c/o TARRITOS S.A.","Cali","Colombia",-0- 
10016,13194,"c/o INVERSIONES BRASILAR S.A.","Bogota","Colombia",-0- 
10016,13195,"c/o AGROPECUARIA LINDARAJA S.A.","Cali","Colombia",-0- 
10016,13196,"Carrera 26 No. 8-60","Cali","Colombia",-0- 
10016,13197,"Calle 4N No. 1-10, Apt. 901","Cali, Valle","Colombia",-0- 
10017,13191,"c/o INVERSIONES BRASILAR S.A.","Bogota","Colombia",-0- 
10017,13192,"c/o AGROPECUARIA LINDARAJA S.A.","Cali","Colombia",-0- 
10017,13193,"c/o TARRITOS S.A.","Cali","Colombia",-0- 
10018,13187,"c/o APOYOS DIAGNOSTICOS S.A.","Tulua, Valle","Colombia",-0- 
10018,13188,"c/o CLINICA SAN FRANCISCO S.A.","Tulua, Valle","Colombia",-0- 
10018,13189,"Carrera 52 No. 33-84","Tulua, Valle","Colombia",-0- 
10018,13190,"Carrera 45 No. 4A-10","Cali","Colombia",-0- 
10019,13186,"c/o APOYOS DIAGNOSTICOS S.A.","Tulua, Valle","Colombia",-0- 
10020,13185,"Calle 23BN No. 5N-37, Ofc. 202","Cali","Colombia",-0- 
10021,13184,"Avenida Colombia No. 1-60","San Andres, Providencia","Colombia",-0- 
10022,13183,"Torre Universal Building, 3rd Floor, Federico Boyd Avenue and 51st Street","Panama City","Panama",-0- 
10023,13182,"Carrera 11 No. 73-44, Ofc. 803","Bogota","Colombia",-0- 
10024,13181,"Carrera 26 No. 32-70 B. Salesiano","Tulua, Valle","Colombia",-0- 
10025,13180,"Calle 23 BN No. 5N-37, Ofc. 202","Cali","Colombia",-0- 
10026,13179,"Calle 4N No. 1N-10, Ofc. 901","Cali","Colombia",-0- 
10027,13178,"Calle 23BN No. 5N-37, Ofc. 202","Cali","Colombia",-0- 
10028,13177,"Calle 26 No. 34-60","Tulua, Valle","Colombia",-0- 
10029,13176,"Calle 26 No. 34-60","Tulua, Valle","Colombia",-0- 
10030,13207,-0- ,-0- ,-0- ,-0- 
10033,13210,-0- ,-0- ,-0- ,-0- 
10034,13211,-0- ,-0- ,-0- ,-0- 
10035,13212,-0- ,-0- ,-0- ,-0- 
10036,13213,-0- ,-0- ,-0- ,-0- 
10042,13245,-0- ,-0- ,-0- ,-0- 
10043,13246,-0- ,-0- ,-0- ,-0- 
10044,13248,"315, Piso 3, Galeria Page","Ciudad del Este","Paraguay",-0- 
10045,13249,-0- ,-0- ,-0- ,-0- 
10046,13251,"Number 313, Fourth Floor, Galeria Page, Regimiento Piribebuy Avenue","Ciudad del Este","Paraguay",-0- 
10047,13253,"Avenue Presidente Juscelino Kubistcheck 338, Apartment 1802, Center, Foz do Iguacu",-0- ,"Brazil",-0- 
10047,13254,"Avenue Presidente Juscelino Kubistcheck 133, Apartment 102, Center, Foz do Iguacu",-0- ,"Brazil",-0- 
10048,13256,"605 Avenida Brasil, Apt No. 48, Foz do Iguacu",-0- ,"Brazil",-0- 
10049,13258,"Avenida Jose Maria De Brito 606, Apartment 51, Foz do Iguacu",-0- ,"Brazil",-0- 
10049,13259,"Cecilia Meirelles 849, Bloco B, Apartment 09","Foz do Iguacu","Brazil",-0- 
10050,13260,-0- ,-0- ,-0- ,-0- 
10051,13262,"Avenue Taroba, 1005 Edificio Beatriz Mendes, Apt 1704, Foz do Iguacu",-0- ,"Brazil",-0- 
10052,13264,"899 Calle Regimento Pirebebuy, Ciudad del Este",-0- ,"Paraguay",-0- 
10053,13266,-0- ,"Beirut","Lebanon",-0- 
10053,13267,"Bekaa Valley",-0- ,"Lebanon",-0- 
10053,13268,"Southern Lebanon",-0- ,"Lebanon",-0- 
10085,13384,"c/o ALM INVESTMENT FLORIDA, INC.","Miami, FL","United States",-0- 
10085,13385,"c/o CONFECCIONES LORD S.A.","Barranquilla, Atlantico","Colombia",-0- 
10085,13386,"c/o CONSTRUCTORA ALTAVISTA INTERNACIONAL S.A.","Barranquilla","Colombia",-0- 
10085,13387,"c/o ELIZABETH OVERSEAS INC.","Panama City","Panama",-0- 
10085,13388,"c/o GRANADA ASSOCIATES, INC.","Miami, FL","United States",-0- 
10085,13389,"c/o JAMCE INVESTMENTS LTD","Grand Cayman","Cayman Islands",-0- 
10085,13390,"c/o KAREN OVERSEAS FLORIDA, INC.","Miami, FL","United States",-0- 
10085,13391,"c/o KAREN OVERSEAS, INC.","Panama City","Panama",-0- 
10085,13392,"c/o KATTUS CORPORATION",-0- ,"Barbados",-0- 
10085,13393,"c/o MLA INVESTMENTS INC.",-0- ,"Virgin Islands, British",-0- 
10085,13394,"c/o URBANIZADORA ALTAVISTA INTERNACIONAL S.A.","Barranquilla","Colombia",-0- 
10085,13395,"c/o VILLAROSA INVESTMENTS FLORIDA, INC.","Miami, FL","United States",-0- 
10085,13396,"c/o VILLAROSA INVESTMENTS CORPORATION","Panama City","Panama",-0- 
10085,13397,"Carrera 56 No.19-40 Apt. 11","Barranquilla","Colombia",-0- 
10085,13398,"19667 Turnberry Way A-G","North Miami Beach, FL","United States",-0- 
10085,13399,"780 NW Le Jeune Road, Suite 516","Miami, FL  33126","United States",-0- 
10085,13400,"780 NW 42nd Avenue, Suite 516","Miami, FL  33126","United States",-0- 
10085,13569,"c/o C.W. SALMAN PARTNERS","Miami, FL","United States",-0- 
10085,13570,"c/o SALMAN CORAL WAY PARTNERS","Miami, FL","United States",-0- 
10086,13382,-0- ,"Grand Cayman","Cayman Islands",-0- 
10086,13383,"Nine Island Avenue, Unit 1411","Miami Beach, FL","United States",-0- 
10087,13381,-0- ,"Georgetown, Grand Cayman","Cayman Islands",-0- 
10088,13380,-0- ,"Panama City","Panama",-0- 
10089,13379,-0- ,"Bridgetown, St. Michael","Barbados",-0- 
10090,13378,-0- ,-0- ,"Virgin Islands, British",-0- 
10091,13426,"c/o CALI @ TELE.COM LTDA.","Cali, Valle","Colombia",-0- 
10091,13427,"c/o COMUNICACIONES ABIERTAS CAMARY LTDA.","Cali, Valle","Colombia",-0- 
10092,13423,"c/o CRETA S.A.","La Union, Valle","Colombia",-0- 
10092,13424,"c/o FRUTAS EXOTICAS COLOMBIANOS S.A.","La Union, Valle","Colombia",-0- 
10092,13425,"c/o ASESORES CONSULTORES ASOCIADOS LTDA.","Cali","Colombia",-0- 
10093,13422,"c/o MANUFACTURAS REAL S.A.","Bogota","Colombia",-0- 
10094,13418,"c/o AGROPECUARIA EL NILO S.A.","La Union, Valle","Colombia",-0- 
10094,13419,"c/o INDUSTRIAS DEL ESPIRITU SANTO S.A.","Malambo, Atlantico","Colombia",-0- 
10094,13420,"c/o DOXA S.A.","La Union, Valle","Colombia",-0- 
10094,13421,"c/o FUNDACION CENTRO DE INVESTIGACION HORTIFRUTICOLA DE COLOMBIA","La Union, Valle","Colombia",-0- 
10095,13417,"Carrera 10 No. 31-01 Zona Industrial Los Mangos","Cali","Colombia",-0- 
10096,13416,"Avenida 4 Oeste No. 6-103","Cali","Colombia",-0- 
10097,13415,"Unicentro Casa Grajales","Cali","Colombia",-0- 
10098,13414,"Avenida 13 Sur No. 24C-73 Barrio Balvanera","Bogota","Colombia",-0- 
10099,13413,"Calle 38N No. 6N-35, Loc. 46","Cali","Colombia",-0- 
10100,13412,"Calle 28 No. 27-18","Tulua, Valle","Colombia",-0- 
10101,13411,"Carrera 85 No. 15-110","Cali","Colombia",-0- 
10102,13410,"Km. 2 La Victoria","La Union, Valle","Colombia",-0- 
10103,13409,"Km. 2 Via La Victoria","La Union, Valle","Colombia",-0- 
10104,13408,-0- ,"Panama City","Panama",-0- 
10105,13407,"Carrera 16 No. 13-31","La Union, Valle","Colombia",-0- 
10106,13406,"Calle 15 No. 10-52","La Union, Valle","Colombia",-0- 
10107,13405,"Factoria La Rivera","La Union, Valle","Colombia",-0- 
10108,13404,"Calle 13 No. 80-60 Loc. 224","Cali","Colombia",-0- 
10109,13403,"Calle 15 No. 10-52","La Union, Valle","Colombia",-0- 
10110,13402,"Calle 13 No. 80-60 Loc. 224","Cali","Colombia",-0- 
10111,13401,"Carrera 100 No. 11-90 Ofc. 403","Cali","Colombia",-0- 
10114,13487,-0- ,"East London","United Kingdom",-0- 
10122,13507,"33 Fifteenth (15th) Street, Seyed-Jamal-Eddin-Assad Abadi Avenue","Tehran","Iran",-0- 
